,text,major_principle,is_major_principle_here,ethical_us,correct
62,"The data privacy notice is made available to the passenger (via the app she is using), which provides the purposes the personal data is used For.",transparency,True,"Title: Transparency in Data Usage Notification

Description: As a passenger, I want to access the data privacy notice via the app I am using so that I can understand the purposes for which my personal data is used.

Work: Ensure the app provides a clear and easily accessible data privacy notice that outlines the specific purposes for which personal data is collected and used, ensuring transparency for the passengers.",True
63,Use case coordinator has detailed plan of the  systems and components contributing to the smart terminal system and also disclosure from those parties if they need GDPR clearances.,responsibility,True,"Title: System Component Responsibility Tracking and GDPR Compliance Disclosure

Description: As a Use Case Coordinator, I want to have a detailed plan of the systems and components contributing to the smart terminal system, along with disclosure from those parties if they require GDPR clearances, so that I can ensure accountability and compliance with data protection regulations.

Work: Develop a comprehensive list of all systems and components involved in the smart terminal system, and implement a procedure for each contributing party to disclose their need for GDPR clearances. Ensure that all disclosures are documented and regularly updated for accountability and compliance verification.",True
64,"The value add application the passenger is using needs to impelent a control which identifies, which data processing activities are necessary for which basic or added value services the user is considering to use and she can thus opt in or out of the service based on the data processed. The data the user has selected for her rights execution needs to be processed accordingly, e.g. anonymized, deleted or made available for the user to transfer to another service/download.",freedom and autonomy,True,"Title: Empower Passenger Data Control with Opt-in/Opt-out Services

Description: As a passenger, I want to have the ability to choose which data processing activities are necessary for the services I consider using, so that I can exercise my autonomy and control over my personal data.

Work: Implement a control in the value-add application that clearly identifies the data processing activities associated with each basic or added value service. Enable users to opt in or out of these services based on their data processing preferences. Ensure the system processes the user's data rights selections accurately by anonymizing, deleting, or making data available for transfer/download, in accordance with user decisions.",True
65,Data statements need to be available and also  descriptions what services optional and how to opt—out on those need to be implanted. Description of what parts of the system are used by harbor official and cannot by opt-outed.,transparency,True,"Title: Ensure Clarity and Accessibility of Data Usage and Opt-Out Options

Description: As a system user, I want to access clear descriptions of data usage and learn how to opt out of optional services so that I can make informed decisions about my data and privacy.

Work: 
- Develop and implement accessible documentation that clearly explains data statements and their availability. 
- Provide detailed descriptions of optional services and step-by-step guidance on how users can opt out.
- Outline which system components are mandatory and used by harbor officials, ensuring transparency on why they cannot be opted out of. 
- Ensure all information is communicated in an easily understandable format and is readily accessible to all users.",True
66,System architecture needs to be draw and it needs to be shareable with relevant stakeholders. Possible security issues relating to architecture information sharing needs to be Mitigated.,transparency,True,"Title: Transparent Sharing of System Architecture  
Description: As a system architect, I want to have a clear and shareable system architecture for relevant stakeholders so that the architecture details can be effectively communicated and verified while ensuring security concerns are addressed.  
Work: Develop a secure and transparent system architecture representation that can be easily shared with stakeholders. Implement security measures to mitigate any potential risks associated with sharing architecture information. Include detailed documentation and explanation of the architecture to ensure clarity and understanding by all parties involved.",True
67,The system can notify users on their tickets and display boards that data being collected are used in line with GDPR. Also regular tesing and security checks to ensure that customer data are not being jeopardized.,transparency,True,"Title: Ensuring Data Transparency and Compliance Notifications 

Description: As a system user, I want to be notified about how my data is collected and used in line with GDPR so that I can feel confident about my privacy and the system’s integrity.

Work: Implement a notification system for users on both their tickets and display boards that clearly communicates data usage in compliance with GDPR, and establish regular testing and security protocols to ensure the protection and compliance of customer data.",True
68,Other forms of biometrics such as iris or finger print recognition as an alternative to facial Recogniton.,privacy,True,"Title: Privacy-Respecting Biometric Alternatives Implementation

Description: As a privacy-conscious user, I want to use biometrics like iris or fingerprint recognition instead of facial recognition so that my personal data privacy is protected.

Work: Research and implement privacy-compliant iris and fingerprint recognition technologies, update privacy policies to reflect these changes, and ensure secure data storage and handling procedures for alternative biometric data.",True
69,"A regular testing protocol should be in place, to ensure the security of the system and protect against threats. The system should be kept updated and its resilience tested in regular Intervals.",trust,True,"Title: Ensuring System Security and Resilience Through Regular Testing

Description: As a system administrator, I want to implement a regular testing protocol and maintain system updates so that the system's security is ensured, threats are mitigated, and trust is built with users. 

Work: Develop and schedule a regular testing protocol, conduct periodic security assessments, ensure the system is updated, and verify its resilience against threats.",True
70,Protocols for verifying that the system collects data accurately should be in place. The data accuracy and quality should be evaluated on a regular basis.,trust,True,"Title: Ensuring Trust through Accurate Data Collection

Description: As a data integrity officer, I want to implement protocols for verifying system data collection accuracy so that stakeholders can trust the data quality and decision-making processes.

Work: Develop and implement protocols for ongoing verification of data collection accuracy, ensure regular evaluation of data accuracy and quality, and create a scheduled plan for periodic data reviews to maintain trust in the system's data integrity.",True
71,Ensure that channels used for data collection document processes to aid accuracy.,transparency,True,"Title: Document Data Collection Processes for Enhanced Transparency

Description: As a data analyst, I want to ensure that channels used for data collection document their processes so that I can verify the accuracy and trustworthiness of the data collected.

Work: Develop a standard protocol for documenting data collection processes, including detailed steps and responsible parties. Implement a system for regular audits and reviews of these documents to ensure compliance and transparency.",True
72,Secure APIs to help enable the process and open data sources.,trust,True,"Title: Secure APIs for Trustworthy Data Access

Description: As a data analyst, I want to access open data sources through secure APIs so that I can trust the integrity and protection of the data provided.

Work: Implement robust security protocols for APIs, ensuring encryption and authentication mechanisms are in place, perform regular security audits, and provide transparent documentation on data handling processes and access controls to maintain trust in data access and system integrity.",True
73,Documentation and logs of data sources for Traceability.,transparency,True,"Title: Ensure Data Source Documentation and Logging for Transparency

Description: As a data analyst, I want to have access to comprehensive documentation and logs of all data sources so that I can trace the data's origin and gain a clear understanding of its lineage.

Work: Establish a system for thorough documentation and logging of all data sources, ensuring that data origin, updates, and changes are recorded accurately and are easily accessible for analysis.",True
74,relevant Data sources (APIs) are open for data analyst from the system and not just generic Data.,transparency,True,"Title: Enhanced Data Access for Transparency

Description: As a data analyst, I want access to specific and relevant APIs from the system so that I can perform a transparent and comprehensive analysis.

Work: Ensure that the APIs providing specific and relevant data, beyond generic datasets, are open and accessible to data analysts, accompanied by clear documentation and communication about the data's source and structure.",True
75,The system follows regulations on data privacy and ensures that data access is granted only to relevant personnel.,privacy,True,"Title: Ensuring Data Privacy through Restricted Access

Description: As a data privacy officer, I want to ensure that data access is granted only to relevant personnel so that the system adheres to privacy regulations and protects individual data.

Work: Implement access control mechanisms that verify personnel roles before granting access, regularly audit data access logs for compliance, and update privacy policies to reflect any changes in data handling procedures.",True
76,"Passengers can be notified by the system at collection points such as on remote terminals, or if they use apps at point of feeding their data why their data is being collected.",transparency,True,"Title: Transparency in Data Collection Notifications for Passengers  
Description: As a passenger, I want to understand why my data is being collected at collection points or when using apps, so that I am informed and assured about the purposes of data usage.  
Work: Implement clear and concise notifications that explain the reasons for data collection at remote terminals and app usage points, ensuring these notifications are easily accessible and understandable to all passengers.",True
77,Regular data checks embedded in system to notify appropriate personnel on lifecycle of data to ensure conformity to regulations.,trust,True,"Title: Vigilant Data Monitoring for Regulatory Compliance

Description: As a compliance officer, I want to ensure regular data checks are embedded in the system to notify appropriate personnel about the lifecycle of data so that we maintain conformity to regulations and build trust with our stakeholders.

Work: Develop a system feature to automate regular data checks, notify personnel about data lifecycle events, and generate reports for compliance verification, ensuring the system meets all applicable regulatory standards and fosters trust through transparency and accountability.",True
78,"System is continuously monitored for vulnerabilities. Penetration tests have been conducted, and new ones are conducted as Needed.",trust,True,"Title: Continuous Monitoring and Testing for System Trustworthiness

Description: As a security officer, I want to ensure that the system is continuously monitored for vulnerabilities and that penetration tests are conducted regularly so that the system remains secure and reliable for users.

Work: Implement continuous monitoring tools, schedule regular penetration tests, and establish a protocol for addressing identified vulnerabilities promptly to maintain user trust.",True
79,The extent of necessary human oversight has been determined. The employees in charge of overseeing the process have been appointed.,responsibility,True,"Title: Ensuring Responsible Oversight in AI Processes

Description: As a process overseer, I want to have clearly defined responsibilities and adequate oversight controls in place so that I can ensure the integrity and accountability of the AI system's operation.

Work: Define the scope and criteria for human oversight in AI processes, appoint qualified employees to oversee these processes, and provide them with the necessary training and resources to uphold accountability and integrity.",True
80,Systems have been integrated successfully.,trust,True,"Title: Ensuring Trustworthy System Integration

Description: As a system operator, I want to ensure systems have been integrated successfully so that I can maintain the trust of users in the technology's reliable and seamless operation.

Work: Conduct thorough integration testing, verify data consistency, ensure interoperability across systems, and document the integration process clearly for future reference and troubleshooting.",True
81,"To protect against data pollution, e.g., disable the system from learning in use (offline). This is an on-going issue where solutions are evolving right now, and various measures should be Considered.",responsibility,True,"Title: Preventing Data Pollution Through System Learning Management

Description: As a data engineer, I want to disable the system from learning while in use (offline) so that I can protect the AI system from data pollution and ensure responsible development practices.

Work: Implement features to disable the system's learning functionality during offline periods and continuously evaluate and update various measures to address data pollution effectively.",True
82,Detailed security plan from architecture level to single system feature level is drawn and mitigation plan is in action,responsibility,True,"Title: Comprehensive Security Mitigation Strategy

Description: As a security officer, I want to ensure a detailed security plan is devised and a mitigation strategy is implemented at both architecture and system feature levels so that we uphold our responsibility for protecting user data and preventing breaches.

Work: Develop a detailed security plan that encompasses both architecture and individual system features, along with a corresponding mitigation strategy. Ensure all aspects are documented, reviewed, and actionable measures are in place to swiftly address any security threats or vulnerabilities. Ensure regular audits and updates to the plan to maintain its efficacy.",True
83,"An action protocol should be prepared for the occasion of a successful security breach. The system should be tested and kept as invulnerable as possible, but the staff should also be trained to take action to minimize damage in case of a successful attack on the System.",responsibility,True,"Title: Comprehensive Action Protocol for Handling Security Breaches

Description: As a security officer, I want to have a clearly defined action protocol to follow in the event of a successful security breach so that the potential damage can be minimized swiftly and responsibly.

Work: Develop and implement a detailed action protocol for security breaches, continuously test the system for vulnerabilities, and conduct regular training sessions for staff to ensure they are prepared to respond effectively to breaches.",True
84,People flow management related systems and hardware specific security risk are recognized mitigated. Possibility of system failure scenarios tested and possible physical harm from these failures consider. Backup plan ready for full system failure.,responsibility,True,"Title: Comprehensive Risk Management and Mitigation for People Flow Systems

Description: As a system developer, I want to recognize and mitigate security risks specific to people flow management systems and hardware, test failure scenarios, and prepare a backup plan for full system failure, so that we can responsibly prevent potential physical harm and ensure system reliability.

Work: 
1. Identify and document potential security risks associated with people flow management systems and hardware.
2. Develop and implement strategies for mitigating identified risks.
3. Conduct comprehensive testing of system failure scenarios to understand potential impacts and vulnerabilities.
4. Evaluate possible physical harm that could arise from system failures.
5. Create, document, and test a robust backup plan to ensure operational continuity in the event of a total system failure.
6. Regularly review and update risk management processes to maintain accountability and integrity.",True
85,Understandable description what AI system does and don’t do described for people working along side the system. Insides of the people working along side of these systems heard and involved in the design.,transparency,True,"Title: Enhanced Communication for AI Transparency

Description: As a team member working alongside the AI system, I want to receive clear and understandable explanations of what the AI system does and doesn't do, so that I can effectively collaborate and make informed decisions.

Work: Develop and integrate a comprehensive communication strategy, including detailed documentation, intuitive interfaces, and regular feedback sessions with team members to ensure that their insights and experiences are considered in the AI system's design process.",True
86,"All the digitalized aspects of border control need to be trained for as many exceptional or rare cases as possible, and a human officer should monitor the digitalized border control.",trust,True,"Title: Ensuring Reliability and Oversight in Digitalized Border Control

Description: As a border security officer, I want to ensure that digitalized border control systems are trained for exceptional or rare cases and have continuous human oversight so that travelers trust in the fairness and effectiveness of border processes.

Work: Implement comprehensive training for digital systems to recognize exceptional and rare cases, and establish protocols for constant human officer monitoring of digitalized decisions to ensure correct results and maintain public trust.",True
87,A function that alerts the chief security officer when something unusual happens in the system and someone accesses it from an atypical source.,trust,True,"Title: System Anomaly Alert for Enhanced Security

Description: As a Chief Security Officer, I want to be alerted when the system is accessed from an atypical source, so that I can ensure the security and integrity of the organization's data and systems by responding promptly to potential threats.

Work: Develop and implement a monitoring function that detects unusual access patterns, generates real-time alerts for atypical sources, and sends notifications to the Chief Security Officer, ensuring the system's trustworthiness and effectiveness in safeguarding sensitive information.",True
88,"Cyber security of the system should be varified by testing by multiple professional parties, not just one.",trust,True,"Title: Multi-Party Security Verification for Enhanced Trust

Description: As an end user, I want the cyber security of the system to be verified by multiple professional parties so that I can trust that the system is secure and effectively protected against threats.

Work: Engage multiple independent cyber security firms to conduct comprehensive testing and validation of the system's security measures, ensuring a robust and trustworthy evaluation process.",True
89,"A regular testing protocol should be in place, to ensure the security of the system and protect against threats. The system should be kept updated and its resilience tested in regular Intervals.",transparency,True,"Title: Ensuring Transparent Security Protocols for AI Systems

Description: As a system administrator, I want to regularly verify the security protocol updates and testing intervals so that there is transparency in maintaining system integrity and protecting against potential threats.

Work: Develop and document a transparent testing protocol, ensure regular updates are communicated clearly, and establish a public log of testing intervals and security enhancements.",True
90,Privacy plan should be placed in the internet page and linked to social media for everyone to see clearly.,transparency,True,"Title: Clear Accessibility of Privacy Plan on Public Platforms

Description: As a concerned internet user, I want to easily find and read the privacy plan on the organization's webpage and their social media channels so that I can understand how my data is being managed and feel assured of transparent practices.

Work: Ensure the privacy plan is prominently displayed on the website's front page and embedded in social media profiles for clear visibility, accompanied by straightforward navigation links to access the full document.",True
91,System should have Help line number to call or help button in an app in the system so that responsible parties can either fix the problem or provide alternative assistance.,beneficence,True,"Title: Accessible Support for User Benefit

Description: As a user, I want to have access to a helpline number or help button in the app so that I can quickly receive assistance or alternative solutions in case of issues, ensuring my needs and well-being are prioritized.

Work: Integrate a dedicated help button within the app that redirects users to a helpline service. Ensure that the helpline is easily accessible, responsive, and capable of providing the necessary support or alternative solutions promptly. Test the feature for effectiveness and user satisfaction.",True
92,"Authentication measures for human oversight determined (e.g., physical access). Override/oversight measures tested for vulnerabilities and considered from cybersecurity perspective.",trust,True,"Title: Ensuring Robust Oversight with Secure Authentication

Description: As a system administrator, I want to ensure that authentication measures for human oversight are robust and tested for vulnerabilities so that the system remains trusted, secure, and effective from a cybersecurity perspective.

Work: 
- Determine appropriate authentication measures for human oversight, including physical access controls.
- Conduct thorough vulnerability testing on override and oversight measures.
- Incorporate cybersecurity best practices to address any identified weaknesses.
- Document the entire process and results to confirm the integrity and trustworthiness of the system.
- Regularly review and update oversight measures to maintain ongoing system security and trust.",True
93,"The passenger must be presented with any physical safety concerns of the system, analyzed and provided with assurance that no risk exist or some estimaton on the risk. (E.g. system might be exploited to track some imporant person's movements and plan physical assault on her or track peaks in terminal usage to plan terrorist activities for maximum damage). Such a estimation/statement could be provided as a pop-up or part of info page /FAQ.",non-maleficence,True,"Title: Risk Awareness and Assurance for System Safety

Description: As a passenger, I want to be informed of any physical safety concerns related to the system so that I can understand the potential risks and receive assurances or risk estimations to make informed decisions.

Work: Analyze the system for any physical safety concerns and create a comprehensive report. Develop user-friendly content that communicates these safety assessments, including risk estimations or assurances, via a pop-up or as part of an information page/FAQ section. Ensure that the communication is clear, concise, and accessible to all users.",True
94,"Employees have been trained to a) understand the system as a whole, b) understand the new processes, c) understand in detail the parts of the system they are actively working with, and (if relevant), d) operate any parts of the system they may need to (if not normally, then perhaps in case of unforeseen issues).",responsibility,True,"Title: Comprehensive Training for Responsible System Usage

Description: As an employee, I want to be thoroughly trained to understand the system as a whole, the new processes, the specific parts I work with, and any additional operations for unforeseen issues, so that I can responsibly contribute to the system's reliability and effectiveness.

Work: Develop and implement a comprehensive training program that covers the entire system's functionality, ensures understanding of new processes, provides detailed insight into specific parts of the system for each role, and includes operational procedures for handling unforeseen issues, ensuring employees are accountable and equipped with the necessary knowledge and skills.",True
95,The number of employees that need to be present to take over in case of any unforeseen issues has been determined. The relevant employees have been instructed how to take over in case any part of the process automation Fails.,responsibility,True,"Title: Ensuring Human Oversight in Process Automation

Description: As a Process Manager, I want to have a designated number of employees ready to take over in case of any unforeseen issues in process automation so that we maintain accountability and smooth operation through human intervention when necessary.

Work: Determine the required number of employees for potential intervention, instruct and train them on procedures for taking over failed processes, and ensure clear communication of responsibilities to uphold accountability in operations.",True
96,The system does not allow access to any vulnerable parts of the system to unauthorized Personnel.,trust,True,"Title: Secure Access Management for Trustworthy Systems

Description: As a System Administrator, I want to ensure that unauthorized personnel cannot access vulnerable parts of the system so that the integrity and security of the system are maintained and trust in our system is upheld.

Work: Implement role-based access controls, authenticate user identities, regularly audit access logs, and ensure proper encryption and security protocols are in place to prevent unauthorized access to sensitive system areas.",True
97,"The system is clear and intuitive to use, and leaves as little as possible for interpretation. It will not offer possibilities for passengers to do a wrong, dangerous or forbidden thing.",non-maleficence,True,"Title: Intuitive and Safe Passenger Navigation

Description: As a passenger, I want to interact with a system that is clear and intuitive, minimizing opportunities for mistakes or misuse, so that I am protected from making wrong, dangerous, or forbidden choices.

Work: Design and develop an intuitive user interface by conducting extensive user testing to identify potential areas of misinterpretation or error and implement safety protocols that prevent dangerous or forbidden actions.",True
98,"Human oversight procedures determined (e.g. when/how an employee can take control of the system or its tasks, or even shut it down).",responsibility,True,"Title: Human Oversight and Control Over AI Systems

Description: As a responsible AI systems overseer, I want to establish clear human oversight procedures, including when and how an employee can take control or shut down the system, so that accountability and integrity in AI operations are maintained.

Work: Develop comprehensive guidelines and protocols for human intervention in AI processes, ensure these procedures are communicated and understood by all relevant personnel, and implement training programs to facilitate effective human oversight and decision-making.",True
99,Intended system use clearly defined so that misuse can be determined. Expected outcomes/outputs determined for each process  employees should know how to expect the system to behave so they can determine if something is off. Human oversight procedures determined (e.g. when/how an employee can take control of the system or even shut it down).,responsibility,True,"Title: Defined System Use and Human Oversight to Ensure Responsible Use  

Description: As an employee, I want to have a clearly defined system use and expected outcomes, so that I can identify misuse and take corrective action.  

Work: Determine and document the intended system use and expected outcomes/outputs for each process. Develop guidelines and training for employees to recognize abnormal system behavior. Implement human oversight procedures detailing when and how an employee can take control of the system or shut it down if necessary.",True
100,Intended system use clearly defined so that misuse can be determined. Liability established through contracts.,responsibility,True,"Title: Clear Definition of System Use and Liability Contracts  
Description: As a responsible stakeholder, I want to have the intended use of the system clearly defined and establish liability through contracts so that misuse can be determined and properly addressed.  
Work: Define and document the intended use of the system in collaboration with legal and technical teams, develop comprehensive contracts outlining responsibilities and liabilities, and implement a monitoring mechanism to identify and address misuse.",True
101,Documentation that clarifies the assigned responsible person for each part of the system.,responsibility,True,"Title: Clear Assignment of Responsibility for System Components

Description: As an internal auditor, I want to identify the responsible person for each part of the system so that I can ensure accountability and integrity in system operations.

Work: Develop and maintain documentation that transparently clarifies the assigned responsible person for each part of the system, ensuring it is accessible and up-to-date for all stakeholders involved.",True
102,User and feasibility studies done for the planned system. Testing and scenarios before building. Feasible places for system automation Recognized.,transparency,True,"Title: Enhance System Transparency and Feasibility

Description: As a system analyst, I want to conduct user and feasibility studies for the planned system, ensuring that all testing and scenarios are considered before building so that the system's transparency and effectiveness are communicated and understood by all stakeholders. 

Work: Identify feasible areas for system automation and articulate a clear testing strategy that encompasses all potential use cases to ensure comprehensive transparency across all phases of development.",True
103,Smart terminal system is tested from passenger point of view. Versatile scenarios and users are tested. Viewpoint of children is also covered.,justice and equity,True,"Title: Inclusive Testing for Smart Terminal System

Description: As a passenger advocate, I want the smart terminal system to be tested across versatile scenarios and include diverse users, including children, so that the system ensures equity and fairness for all users.

Work: 
- Develop a comprehensive testing plan that includes scenarios for various passenger types, including adults, children, and individuals with disabilities.
- Conduct user testing sessions with a diverse group of participants representing different demographics.
- Analyze testing results to identify any inequities or biases in the system's performance.
- Make necessary adjustments to the smart terminal system to address any identified issues, ensuring fair and unbiased operation for all users.
- Document the testing process and outcomes to demonstrate commitment to justice and fairness.",True
104,Role-based access and rights implemented. Management and documentation of these roles Done.,transparency,True,"Title: Clear Role-Based Access Management and Documentation

Description: As a system auditor, I want to easily understand and verify the role-based access and rights implemented so that I can ensure transparent and secure access control within the organization.

Work: Develop a comprehensive documentation system detailing the access rights and roles for all users, ensuring that this information is easily accessible and understandable for auditing purposes. Implement a management system that tracks changes and updates to roles and rights in a transparent manner.",True
105,"A regular testing protocol should be in place, to ensure the security of the system and protect against threats. The system should be kept updated and its resilience tested in regular Intervals.",trust,True,"Title: Regular Security Testing and Updates for System Trustworthiness  

Description: As a security-conscious user, I want the system to undergo regular testing and updates so that I can trust its resilience against potential security threats.  

Work: Establish a protocol for regular security testing, implement systematic updates to the system, and conduct resilience checks at consistent intervals to ensure the system's security and build user trust.",True
106,"A human should surveil the actions of every AI System, particularly safety-critical processes/every AI system should have a designated employee who monitors its performance.",responsibility,True,"Title: Responsible Oversight of AI Systems

Description: As a compliance officer, I want to assign a designated employee to monitor the performance of every AI system so that we ensure accountability and integrity in safety-critical processes.

Work: 

1. Identify and allocate responsibility to specific employees for monitoring each AI system.
2. Develop a comprehensive monitoring framework that includes regular performance assessments and reporting procedures.
3. Implement training programs for designated employees on AI system functionalities and ethical oversight.
4. Establish clear documentation and communication channels for reporting any anomalies or concerns.
5. Regularly review and update monitoring protocols to align with industry standards and regulatory requirements.",True
107,"Backup options and system downtime protocols should be established before launch, and all relevant stakeholders should be informed about the downtime protocols.",transparency,True,"Title: Transparent Communication of Backup and Downtime Protocols

Description: As a stakeholder, I want to be fully informed about the backup options and system downtime protocols so that I can understand the impact on operations and plan accordingly.

Work: Establish procedures for backup options and downtime protocols, document them clearly, and communicate these to all relevant stakeholders before launch, ensuring processes are straightforward, understandable, and accessible.",True
108,"Staff should finish training for emergency situations, to calm the passengers and guide them in a pre-planned way to safety efficiently. The system should also be ensured to communicate safety instructions to passengers Efficiently.",beneficence,True,"Title: Ensuring Passenger Safety during Emergencies through Effective Communication and Guidance

Description: As an emergency response staff member, I want to effectively calm passengers and guide them to safety using pre-planned strategies so that we can ensure their well-being and safety during emergency situations.

Work: Develop comprehensive training programs for emergency response staff to enhance their ability to manage and calm passengers efficiently during emergencies. Implement a robust system that communicates clear safety instructions to passengers, ensuring that the information is easily understandable and accessible to all. Additionally, regularly test and update the communication system to maintain its effectiveness and reliability in diverse emergency scenarios.",True
109,Clear log and access report generated by the system on passengers from data collected. The system can also notify passengers on the period thier data will be kept while collecting the data.,transparency,True,"Title: Clear Logging and Access Transparency with Notification

Description: As a passenger, I want to receive clear logs and reports on how the system accesses my data and to be notified about the data retention period, so that I can understand and trust the handling of my personal information.

Work: 
1. Implement a feature that generates detailed logs and access reports for passengers' data.
2. Create an automated system to notify passengers regarding the duration their data will be retained at the point of data collection.
3. Ensure these notifications and reports are clear, concise, and easily accessible to passengers.
4. Test the system to confirm accurate logging, access transparency, and effective communication to passengers.
5. Document the process to maintain transparency and for regulatory compliance purposes.",True
110,audition plan needs to be in place. System and its compnents are build and selected auditability in mind.,responsibility,True,"Title: Implement Auditing for AI System Accountability

Description: As a compliance officer, I want to ensure that an auditing plan is in place and that system components are selected and built with auditability in mind so that the organization can be held accountable for its AI technologies.

Work: Develop and implement an auditing framework, select components with built-in auditability features, document auditing processes, and conduct regular audits to ensure compliance with ethical responsibility standards.",True
111,Audit requirements have been written out in system description. Requirements have been discussed among all relevant parties related to systems development.,transparency,True,"Title: Transparently Documented and Discussed Audit Requirements

Description: As a systems development stakeholder, I want to ensure all audit requirements are clearly documented and discussed with all relevant parties so that there is a shared understanding and transparency in the development process.

Work: Document all audit requirements in the system description, organize meetings to discuss these requirements with all relevant stakeholders, and record meeting notes to ensure transparency and accountability in the sharing and understanding of requirements.",True
112,DPIA must be made to meet the given standards. If needed DPIA is aviabler Relevant stakeholders for the SMART terminal system need to beinformed about the required level of standards for Data and privacy when operating as a part of SMART terminal system.,transparency,True,"Title: Ensuring Transparency in Privacy Standards for SMART Terminal System

Description: As a stakeholder, I want to be informed about the required data and privacy standards, so that I can understand and comply with the necessary regulations when operating the SMART terminal system.

Work: Conduct a Data Protection Impact Assessment (DPIA) to meet the given standards, ensure DPIA documents are accessible to stakeholders, and communicate the required level of data and privacy standards clearly to all relevant parties involved in the SMART terminal system.",True
113,The system is designed and architecture is planned privacy and data protections auditability in mind. Clear documentation on how API and services joining the SMART terminal system will affect the privacy and data Protection.,privacy,True,"Title: Ensure Privacy and Data Protection Auditability for SMART Terminal System

Description: As a privacy-conscious user, I want to ensure the system is designed with privacy and data protection auditability in mind so that my personal information remains secure and compliant with regulations.

Work: Design and implement system architecture focusing on privacy and data protection auditability, and provide comprehensive documentation detailing how API and services integration affect these aspects.",True
114,Smart terminal system is a system of systems. The core system linking everything together needs to provide description responsibilities among systems linking to the system before service can come as partner to the system. Also requirements of information sharing and processing should be provided both ways.,transparency,True,"Title: Ensuring System Transparency for Partnership Integration

Description: As a system partner, I want to clearly understand the responsibilities and information sharing requirements among interconnected systems so that I can ensure a seamless integration and collaboration.

Work: Define and document detailed responsibilities of each connected system, and establish clear protocols for bilateral information sharing and processing to be provided before any service can integrate as a partner.",True
115,"The system is created from modular parts, to what extent possible.",transparency,True,"Title: Modular System for Enhanced Transparency

Description: As a technology analyst, I want to understand the system's structure through its modular parts so that I can easily communicate and explain its functionalities to stakeholders.

Work: Ensure the system is designed using clear, modular parts with comprehensive documentation, allowing for straightforward analysis and communication of each component's functionality and purpose.",True
116,The system is audited by 3rd party experts as required by regulations/laws,responsibility,True,"Title: Ensuring Accountability through Third-Party Audits

Description: As a regulatory authority, I want to have the system audited by independent 3rd party experts so that the AI system's compliance with regulations and laws is verified effectively.

Work: Contract qualified third-party audit firms, schedule regular audits as per legal requirements, facilitate access to necessary system data and documentation, address any non-compliance findings promptly, and maintain records of all audit results and corrective actions taken.",True
117,Developers should be aware that good usability instructions for developing are utilized when making the booking features / systems etc.,transparency,True,"Title: Transparent Usability Guidelines for Booking Feature Development

Description: As a developer, I want to ensure good usability instructions are utilized when creating booking features so that users can understand and effectively use the system.

Work: Conduct an audit of existing usability guidelines, revise them to enhance clarity and coherence, and implement transparent documentation and communication processes for usability practices during booking feature development.",True
118,Datalifecycle plan is made by the information management team for the developers to use from the beginning of the development phase.,privacy,True,"Title: Privacy-focused Data Lifecycle Planning

Description: As a developer, I want to implement a data lifecycle plan provided by the information management team from the beginning of the development phase so that users' personal data is responsibly managed and privacy is safeguarded throughout the project lifecycle.

Work: Collaborate with the information management team to integrate the data lifecycle plan into the development process, ensuring data is collected, stored, used, and disposed of in compliance with privacy regulations and best practices.",True
119,Criteria list of different purposes detected from the information flow should be made and Maintained.,transparency,True,"Title: Establishment and Maintenance of Transparent Criteria Lists for Information Flow

Description: As a system auditor, I want to ensure a criteria list of different purposes detected from the information flow is maintained and accessible so that all stakeholders can understand the rationale behind data processing activities.

Work: Define clear criteria for purposes detected in information flows, regularly update these criteria lists, and provide easy access to these lists for all relevant stakeholders to enhance understanding and accountability.",True
120,The flow of identity checking should be simulated and tested against identity teft issues.,non-maleficence,True,"Title: Identity Verification Simulation Against Theft

Description: As a security analyst, I want to simulate and test the flow of identity checking so that identity theft issues can be proactively identified and mitigated.

Work: Develop and implement simulation tests for identity verification processes, identify potential vulnerabilities, and ensure robust security measures are in place to prevent identity theft. Monitor and update the system regularly to adapt to emerging threats.",True
121,System keeps track of all button presses and other actions and logs them. Activity associated with user accounts (where applicable).,transparency,True,"Title: Transparent Logging of User Actions

Description: As a user, I want to be informed about how my button presses and other activities are logged so that I understand what data is being collected about my interactions with the system.

Work: 
1. Develop a user-friendly interface explaining the logging processes and the type of data being recorded.
2. Clearly communicate which activities are linked to user accounts and how the data will be used.
3. Implement consent features allowing users to review and agree to the logging process.
4. Provide easily accessible documentation on the data logging policy and any updates to it.",True
122,The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts. ,trust,True,"Title: Secure Access for Authorized Users

Description: As a security-conscious user, I want the product to ensure that only authorized users can access it, so that I can trust the system to protect sensitive information.

Work: Implement robust authentication mechanisms to accurately distinguish between authorized and unauthorized users during all access attempts, ensuring comprehensive security protocols and regular audits are in place to maintain the integrity of user access control.",True
123,The system shall offer a display of all the Events in the exercise. ,transparency,True,"Title: Transparent Display of Exercise Events

Description: As a system user, I want to have a clear and accessible display of all the events in the exercise so that I can understand and follow the exercise process effectively.

Work: Implement a user interface that lists all exercise events in a clear, organized manner, ensuring each event is labeled and explained sufficiently for user comprehension. Include tooltips or a help section for further clarification and ensure the information is easily accessible and user-friendly.
",True
