,text,major_principle,is_major_principle_here,ethical_us,correct
195,The user shall be able to get driving directions to a selected property,,False,As a** user **I want to** manage my personal data and decide what can be shared and what should remain private **so that** my privacy is respected and my personal information is not misused.,True
196,The user shall be able to download appointments and contact information for clients,,False,"As a **user**, I want to **understand how my data is being used** so that I can **make informed decisions about my privacy and data sharing**.",True
197,The system shall display clear property images in the search results,,False,"As a user, I want to access and review my personal data so that I can understand what information has been collected about me and ensure it is accurate and used appropriately.",True
198,The system shall update or create new property listings in the MLS,,False,"As a **system auditor**, I want to **log all user interactions** so that **we can ensure accountability and integrity in system operations**.",True
199,Realtor shall be able to generate a CMA report based on property criteria,,False,"As a **user**, I want to **ensure my personal data is protected and not shared without my explicit consent** so that **my privacy is maintained and I feel secure using the system**.",True
200,The system shall be able to call the seller or buyer to schedule an appointment,,False,"As a **user**, I want to **ensure my data is handled according to data protection regulations** so that **my personal information remains secure and I can trust the system to protect my privacy**.",True
201,The realtor shall be notified of new client appointments after automatic synchronization with office system,,False,As a** user **I want to** understand how AI makes decisions **so that** I can trust and verify the system's operations.,True
202,The realtor shall be able to retrieve a map showing property locations for a specified area,,False,"As a user, I want to be able to understand how my data is being used by the AI system so that I can make informed decisions about sharing my personal information.""",True
203,The system shall notify the realtor when a seller or buyer responds to an appointment request,,False,"As a user, I want to ensure my data is protected from unauthorized access so that my personal privacy is maintained and my information is not misused.",True
204,The product shall allow the user to save the property search results.,,False,"As a user, I want to control my personal data and decide which data can be collected, stored, and shared so that my privacy is protected.*",True
205,All of the users shall be able to use the system after one day of training.,,False,"As a **user**, I want to **ensure my personal data is encrypted** so that **my privacy is protected and my information is secure from unauthorized access**.",True
206,The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,,False,"As a **user**, I want to **ensure that my personal information is not stored longer than necessary** so that **my privacy is protected and there is a reduced risk of data misuse or breach**.",True
207,The number of mistakes noted by the students shall be decreased by 50% in the first year.,,False,"As a user, I want to be able to provide explicit consent for any data collection so that my privacy and personal data are respected and protected.",True
208,2 out of 3 Program Administrators/Nursing Staff Members shall successfully be able to use the system to manage the scheduling of classes and clinicals.,,False,"As a user, I want to receive clear and understandable explanations for the AI system's decisions so that I can trust and comprehend the actions taken by the AI system.",True
209,The system shall use symbols and words that are naturally understandable by the user community.,,False,"As a <user>, I want to <control who has access to my personal data> <so that> <my privacy is protected and I have control over my personal information>.",True
210,The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,,False,"As a concerned user, I want to understand how my data is being used and stored so that I can make informed decisions about my data privacy and ensure my personal information is handled responsibly.""",True
211,The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,,False,"As a **user**, I want to **be informed about how my data is being used within the AI system** so that **I understand and trust the system's operations**.",True
212,The system shall be available for use between the hours of 8am and 6pm.,,False,"As a user, I want my personal data to be collected and processed respectfully so that my privacy is protected.",True
213,The system shall achieve 95% up time.,,False,"As a user, I want my data to be anonymized before any analysis is done so that my personal information is protected and my privacy is safeguarded.",True
214,system shall be able to handle all of the user requests/usage during business hours.,,False,"As a user, I want my data to be encrypted both at rest and in transit so that my privacy is protected and unauthorized access is prevented.",True
215,The system shall cater to 10 simultaneous users from 9am to 5pm.,,False,"As a **user**, I want to **ensure that my data is encrypted during storage and transmission** so that **my personal information is protected and my privacy is maintained**.",True
216,The system shall be capable of processing 100% of nursing students and their classes for the next 10 years.,,False,"As a user, I want to access and correct my personal information so that my privacy is maintained and my data remains accurate and up-to-date.",True
217,The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,,False,"As a **user**, I want to **view, edit, and delete my personal data** so that **my privacy is protected and I have control over my personal information**.",True
218,The system shall interface with CampusConnect\92s central server,,False,"As a **user**, I want to **ensure my personal data is protected and only accessible to authorized individuals** so that **my privacy is respected and my sensitive information remains secure**.",True
219,The system shall interface with the faculty central server.,,False,"As a **user**, I want to **ensure that my data collected by the AI system is encrypted and stored securely** so that **my personal information remains private and protected from unauthorized access**.",True
220,The system shall interface with the student master server.,,False,"As a user, I want my data to be encrypted and only accessible by authorized personnel so that my personal information remains private and secure.",True
221,We must be able to interface with any HTML browser.,,False,"As a user, I want my personal data to be encrypted so that my privacy is protected from unauthorized access.""",True
222,Only authorized users shall have access to clinical site information.,,False,"As a user, I want to understand how my data will be used so that I can make informed decisions about my privacy and data sharing.**",True
223,Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students\92 personal information.,,False,"As a user, I want to be promptly notified in the event of a data breach so that I can take necessary actions to protect my personal information and understand how my data security has been affected.""",True
224,Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,,False,"As a **user**, I want to ensure that my personal data is encrypted during storage and transmission so that **my privacy is protected and unauthorized access is prevented**.",True
225,Fit Criterion: Dr Susan Poslusny and Karen Sysol are the only people who shall have access to the final class section scheduling for the system that interfaces with CampusConnect.,,False,"As a user, I want to be informed about how my data is collected, stored, and used so that I can understand and trust the system’s handling of my personal information.",True
226,The system shall use the organization\92s standard virus protection software to help monitor threats to itself.,,False,"As a** <user>, **I want to** understand the logic behind the system's decision-making **so that** I can trust and verify its recommendations and actions.",True
227,Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,,False,As a** user **I want to** ensure that my data is protected from unauthorized access **so that** my privacy is safeguarded.,True
228,Students added to a cohort shall be eligible for the cohort\92s Program of Study.,,False,"As an end-user, I want my personal data to be encrypted both at rest and in transit so that my privacy is protected and unauthorized access is prevented.",True
229,For each class within a sequence for a cohort  Program Administrators and Nursing Staff Members shall be able to specify which quarter that class will be offered.,,False,"As a **user**, I want to **ensure that my data is protected from unauthorized access** so that **my personal information is not harmed or misused**.",True
230,Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes,,False,"As a **user**, I want to **access a detailed log of my interactions with the AI application** so that **I can understand how my data is being used and ensure the system is operating as expected.**",True
231,A class shall be either a non-clinical class or a clinical class.,,False,"As a **system administrator**, I want to **implement masking of sensitive user data in logs** so that **user privacy is protected from unauthorized access**.",True
232,A clinical class shall specify the course name  lecture room requirements  clinical site needs  lecture instructor needs  and clinical lab instructor needs.,,False,"As a** privacy-conscious user, **I want to** have my personal data anonymized before it is used for analysis **so that** my identity is protected and my privacy is not compromised.",True
233,Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,,False,"As a user, I want to receive clear and accessible explanations for any automated decisions or actions taken by the system so that I can understand how and why these decisions were made.""",True
234,A Program of Study shall consist of a program name and listing of required classes (both clinical and non-clinical) that must be completed.,,False,"As a system administrator, I want to log all user activities so that I can monitor for potential misuse and ensure the system is being used responsibly.",True
235,Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,,False,"As a user, I want to understand how my data is used by the system so that I can make informed decisions about my privacy and trust the platform.",True
236,The report of needed classes shall include (but not be limited to) classes to be offered  number of sections needed  number of labs needed  and room types needed.,,False,"As a **user**, I want to **have my data encrypted when stored and transmitted** so that **my personal information remains private and secure**.",True
237,Classes for a given cohort shall not conflict with regards to the time and day that they are offered.,,False,"As a **user**, I want to **control and manage access to my personal data** so that **my privacy is protected and I can decide who has access to my information**.",True
238,Clinical site information shall include (but not be limited to) the name of the site  contact person  and contact information.,,False,"As a **user**, I want to **control which of my personal data is collected and stored by the system** so that **my privacy is protected and I maintain autonomy over my personal information**.",True
239,Program Administrators and Nursing Staff Members shall be able to add a new clinical lab section for an existing clinical class into the System.,,False,As a** concerned user **I want to** understand how the system makes decisions **so that** I can trust its outcomes and ensure it aligns with my expectations.,True
240,A clinical lab section shall include the clinical site name  the class  instructor  day and time of the lab.,,False,"As a **user**, I want to **understand how my data is used within the AI system** so that **I can make informed decisions about sharing my personal information.**",True
241,The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,,False,"As a **user**, I want to **control who has access to my personal information** so that **my privacy is protected and I have control over my data**.",True
242,Program Administrators/Nursing Staff Members shall be able to cancel a clinical lab section only if there are no students registered for that clinical lab section.,,False,"As a user, I want to see how my personal data is being used and shared by the AI system so that I can understand and trust that my information is handled responsibly.",True
243,A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,,False,"As a **user**, I want to **control my data privacy settings** so that **my personal information is protected and my privacy is respected**.",True
244,A staff member shall have the ability to manage the progress of a part time student  which includes modifying their sequence of classes and timeline of classes.,,False,"As a **user**, I want to **give explicit consent before my personal data is shared with third parties** so that **my privacy is protected and I remain in control of my personal information**.",True
245,The system shall be able to display a printable summary for individual cohorts  which will include the students enlisted  the Program of study  sequence of classes  cohort progress through the program  and timeline of completion.,,False,"As a user, I want to receive clear and understandable explanations of how my data is being used so that I can make informed decisions about my privacy and trust the system.",True
246,The system shall be able to display a printable summary for individual clinical sites  which will include information on labs being held at that site for the given quarter (Clinical site  general information on labs held at that location  dates and times of all labs held there).,,False,"As a user, I want to manage who can access my personal data so that I can protect my privacy and prevent unauthorized use of my information.""",True
247,The system shall be able to display a printable summary for individual clinical labs  which will include (but not be limited to) class name  class number  lab section  listing of students enrolled  instructor  day(s)  time  and location.,,False,"As a user, I want to give explicit consent before my personal data is sold to third parties so that my privacy is protected and I have control over my personal information.",True
248,The system shall be able to display a printable summary for individual nursing students  which will include (but not be limited to) student name  student ID  admission date  classes  credits  GPA  and the cohort that the student is enrolled in.,,False,"As a user, I want the system to anonymize my data before it is shared with third-party services so that my personal information is protected and my privacy is not jeopardized.",True
249,The system shall be able to display a printable summary of the system log.,,False,"As a **user**, I want to **be informed about data collection practices** so that **I understand what data is being collected and how it will be used**.",True
250,The system shall contain contact information (e-mail and phone number) for all people relevant to the system  including (but not limited to) staff members  students  lecture instructors  clinical lab instructors  and clinical site administrators.,,False,"As a user, I want to control my personal data settings so that my privacy is protected and my information is not exposed when using the application.",True
251,The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,,False,"As a user, I want the AI system to provide clear and understandable explanations for its decisions so that I can understand how and why the system made a particular decision.",True
252,The system will notify affected parties for routine communication purposes  including but not limited to informing students of upcoming offered classes (timeline) and what their schedule will be/shall be.,,False,"As a **user**, I want to **receive clear explanations for the decisions made by the AI system** so that **I can understand how and why decisions are made, ensuring transparency and trust in the system**.",True
253,The system will notify affected parties when changes occur affecting classes  including but not limited to class cancellations  class section detail changes  and changes to class offerings for a given quarter.,,False,"As a user, I want to encrypt my personal messages so that my private communications remain confidential and protected from unauthorized access.**",True
254,The system will notify affected parties when changes occur affecting cohorts  including but not limited to changes to the sequence for a cohort\92s program of study and changes to a given week\92s schedule (lab cancelled this week due to instructor illness).,,False,"As a **user**, I want to **be able to log into my account securely** so that **my personal data is protected and my privacy is maintained**.",True
255,The system will notify affected parties when changes occur affecting specific students  including but not limited to changing a student\92s status from full time to part time and moving a student to a different clinical section.,,False,"As a user, I want to understand what data is being collected and how it will be used so that I can make informed decisions about my interactions with the system.",True
256,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier  program of study  preferred sequence of classes and quarters that a cohort will be taking specific classes.,,False,"As a **user**, I want to **control what personal data I share with the system** so that **my privacy is protected and I have confidence in the system's handling of my information**.",True
257,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Program of Study within the Nursing Department including the Program of study name  and required classes for that Program of Study.,,False,"As a **user**, I want to **understand how my data is being used by the AI system** so that **I can make informed decisions and trust the technology with my personal information**.",True
258,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Site  including the clinical site name  site contact person  contact information  and address.,,False,"As a **user**, I want to **view detailed information on how my data is being processed and stored** so that **I can understand and trust how my personal information is being managed by the system**.",True
259,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Clinical Lab Section  including the clinical site name the department/section for the lab  the class instructor day and time of lab and contact information.,,False,"As a **job applicant**, I want to **be evaluated by an unbiased algorithm** so that **I have a fair chance of being hired based on my qualifications and not on my gender, race, or age.**",True
260,Program Administrators/Nursing Staff Members shall have the ability to modify information relating to a Nursing Student  including student ID  student name phone number e-mail status (full time or part time) and program of study.,,False,"As a **user**, I want to **see how my data is being used by the application** so that **I am fully informed and can understand the impact and purpose of sharing my personal information.**",True
261,The Disputes application shall comply with the corporate standards for user interface creation for internally and externally used applications.,,False,"As a **user**, I want to **view how my data is being processed and used by the AI** so that **I can understand the system's operations and ensure my information is being handled transparently**.",True
262,All screens created as part of the Disputes application must comply with corporate standards for interface creation.,,False,"As a **user**, I want to **give explicit consent before my personal data is shared with third parties** so that **my privacy is protected and my personal information is not misused**.",True
263,100% of the cardmember and merchant services representatives shall use the Disputes application regularly after a 2-day training course.,,False,"As a <user>, I want to <access clear documentation on data collection, processing, and usage> <so that> I can <understand how my data is being handled and make informed decisions>.",True
264,100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.,,False,"As a **user**, I want to **see the reasons why a certain decision was made by the AI system** so that **I can understand and trust the process behind the decision-making**.",True
265,The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,,False,"As a user, I want to access detailed information about how my data is being used so that I can understand and trust the system's operations.",True
266,The Disputes application shall be available 24x7x365  with the exception of the following scheduled maintenance windows.  Monday \96 Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST,,False,"As a **concerned user**, I want to **have my data encrypted both in transit and at rest** so that **my personal information remains private and secure from unauthorized access or breaches**.",True
267,The Disputes application shall interface with the Statement Database. The Statement Database provides the transaction details to the Disputes System. All transaction details must be obtained from the Statement Database,,False,"As a **user**, I want to **understand how the AI system makes decisions** so that **I can trust and verify the system's actions and outcomes**.",True
268,The Disputes application shall interface with the Cardmember Information Database. The Cardmember Information Database provides detailed information with regard to a cardmember. All cardmember detail information must be obtained from the Cardmember Information Database.,,False,"As a user, I want to understand how my data is being used by the AI system so that I can be confident that my information is handled responsibly and ethically.",True
269,The Disputes applications shall interface with the Merchant Information Database. The Merchant Information Database provides detailed information with regard to the merchant. All merchant detail information shall be obtained from the Merchant Information Database.,,False,"As a user, I want to receive clear and understandable explanations for the system's decisions so that I can trust and understand how those decisions were made.",True
270,The Disputes application shall interface with the Letters application.  This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.,,False,"As a user, I want to understand how the AI system makes decisions so that I can trust and effectively interact with the system.""",True
271,The Disputes application shall interface with the Cardmember Posting and Billing System.  This will allow the Disputes application to request adjustments to cardmember and merchant\92s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.,,False,"As a **user**, I want to **ensure my data is encrypted and anonymized before storage** so that **my personal privacy is protected**.",True
272,The Disputes application shall ensure that only users with the appropriate access level are allowed to initiate dispute requests.,,False,"As a data subject, I want my data to be anonymized before processing so that my privacy is protected and my personal information is not compromised.",True
273,The Disputes application shall ensure that only authorized users are allowed to logon to the application.,,False,"As a user, I want to understand why the AI took a certain action so that I can have clear insights and trust in the system's decisions.""",True
274,All additions of new users and modifications to user\92s access shall be recorded on the User Report.,,False,"As a **user**, I want to **understand how my data is being used and processed** so that **I can make informed decisions about my privacy and data sharing**.",True
275,If a user account is revoked  it can only be re-instantiated by the System Administrator.,,False,"As a user, I want to have my communications encrypted so that my personal data and privacy are protected from unauthorized access.",True
276,Only the System Administrator shall be able to reset a revoked user logon account,,False,"As a **user**, I want to **view detailed information about how my data is being used** so that **I can understand and trust the system's data handling practices**.",True
277,All business rules specified in the Disputes System shall be in compliance with the Merchant Operating Regulations.,,False,"As a user, I want to access my personal data and control who can see it so that my privacy is protected and I can ensure my personal information is not misused.""",True
278,All business rules specified in the Disputes System shall be in compliance to the guidelines of Regulation E and Regulation Z.,,False,"As a user, I want to manage my personal data and control how it is utilized by the application so that my privacy is maintained and I have autonomy over my personal information.""",True
279,All actions that modify an existing dispute case must be recorded in the case history.,,False,"As a **user**, I want to **use a secure authentication system** so that **my personal data remains protected and my privacy is not jeopardized**.",True
280,The Disputes System must be accessible by both internal and external users.,,False,"As a **user**, I want to **control my personal data and manage who can access it** so that **my privacy is protected and I can ensure my sensitive information is not shared without my consent**.",True
281,The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.,,False,"As a user, I want to provide explicit consent before my personal data is shared so that my privacy is protected and I have control over who accesses my information.",True
282,The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,,False,"As a user, I want to provide explicit consent before my data is shared with third parties so that my privacy is protected and I maintain control over my personal information.""",True
283,The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.,,False,"As a **user,** I want to **permanently delete my personal data** so that **my privacy is protected and I have control over my own information**.",True
284,The Disputes System shall provide view access capability for authorized users of the application.,,False,"As a** <end user>, **I want to** <understand the rationale behind AI's decisions> **so that** <I can trust and verify the decision-making process>.",True
285,The Disputes System shall provide update access capability for authorized users of the application.,,False,"As a **user**, I want to **understand how my data is being used by the application** so that **I can be assured that my information is handled responsibly and make informed decisions about using the platform.**",True
286,The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.,,False,"As a **user**, I want to **have my personal data encrypted** so that **my privacy is protected and unauthorized access is prevented**.",True
287,The Disputes System will provide the user the ability to create or initiate a ticket retrieval request.   As part of ticket retrieval creation process the system must prompt the user to enter all the required information to create the ticket retrieval request.  The ticket retrieval request is a document that is sent to merchant inquiring the validity of a transaction.,,False,"As a concerned user, I want to understand the decision-making process of the AI model so that I can trust and verify its conclusions.",True
288,The Disputes System must allow the user to create three unique types of ticket retrieval requests.  The three types of ticket retrieval requests are (1) Request for original receipt (2) Request for a copy of the receipt or (3) Request for a portfolio. A portfolio consists of documentation that would provide proof of a purchase such as the documentation that is received from a car rental agency that is more than a sales receipt.,,False,"As a **user**, I want to ensure that my data is encrypted both at rest and in transit so that **my personal information is protected against unauthorized access**.",True
289,The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.,,False,"As a *user*, I want to have clear visibility into the logging mechanism tracking my activities within the application so that I can understand how my data is being used and feel confident that my actions are transparently monitored.",True
290,The Disputes System must provide a confirmation to the user upon the creation of ticket retrieval request that contains the following information,,False,"As a **user**, I want to **easily understand how my data is being used by the AI system** so that **I can make informed decisions about my privacy and trust the system**.",True
291,The Disputes System shall allow the user to create or initiate a chargeback request.  The system must prompt the user to enter the required information to initiate a chargeback request. The chargeback request results in a printed chargeback notification that is sent to merchant indicating that their account will be charged back if no proof is provided that the disputed transaction is valid.,,False,"As a user, I want to have control over my personal data so that I can ensure it is protected and not shared without my explicit consent.",True
292,The Disputes System must provide a confirmation to the user upon the creation of a chargeback request. The confirmation must contain the following information,,False,"As a **user**, I want to **have my personal data protected from being shared without my consent** so that **my privacy is safeguarded and I can trust the system with my information**.",True
293,The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.,,False,"As a user, I want to access my data usage history so that I can understand how my data is being utilized and maintain transparency.",True
294,The Disputes System shall accurately provide a list of possible reason codes for a given transaction.  The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to  according to the business rules defined for the Disputes System.,,False,"As a user, I want my personal data to be securely protected during data processing so that my privacy is not compromised.""",True
295,The Disputes System must provide the ability to view existing dispute cases.,,False,"As a user, I want to access and correct my personal data stored in the system so that my privacy is protected and my information remains accurate and up-to-date.",True
296,The Disputes System must provide Search functionality.  The search method must include the ability to search by (1) the dispute case number  (2) the merchant account number  (3) the cardmember account number and (4) the issuer number.  In addition to the above criteria  the search functionality must further allow the user to limit the results of the search by a date range  the type of dispute (ticket retrieval request or chargeback notification)  the case status (open  closed or all) and the dispute reason code.,,False,"As an **end-user**, I want to **understand the decision-making processes of the system** so that **I can trust and use the system effectively.**",True
297,A list of all disputes cases that meet the entered search criteria must be provided to the user.  The list of cases must differentiate the type and/or status of the case by color -coding the line item in the list.  For example all open cases will be yellow and all closed cases will be gray.,,False,"As a <user>, I want to <control my data sharing preferences> <so that> <my privacy is protected and I have control over who accesses my personal information>.",True
298,The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.,,False,"As a **user**, I want to **understand how my data is being used by the AI system** so that **I can make informed decisions and trust the system's operations**.",True
299,The Dispute System shall provide the users with the ability to follow up on a dispute case via follow-up actions.  The list of available follow up actions for a given dispute case must be filtered by the status of the case and the access level of the user.,,False,"As a user, I want to control my data sharing preferences so that my personal information remains private and protected according to my own choices.""",True
300,The Disputes System shall record the name of the user and the date for any activity that creates or modifies the disputes case in the system.  A detailed history of the actions taken on the case  including the date and the user that performed the action must be maintained for auditing purposes.,,False,"As an **end user**, I want to understand which developers or teams are accountable for the AI's decisions so that I know who is responsible for resolving any issues or errors that may arise.",True
301,All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.,,False,"As an **end-user**, I want to **understand the explanations for decisions made by the AI** so that **I can trust and comprehend how these decisions affect me.**",True
302,The product must support Internet Explorer 5.5 and above.,,False,"As a user, I want to easily access and understand the privacy policies so that I can be fully informed about how my data is being collected, used, and protected.",True
303,The product must support Mozilla Firefox 1.0 and above.,,False,"As a **user**, I want to **ensure that my data is encrypted during storage and transmission** so that **my personal information is kept private and secure from unauthorized access**.",True
304,The product shall run on the existing hardware for all environments.,,False,"As a **user**, I want to **access user-friendly documentation that explains how the AI system works and its decision-making process** so that **I can understand and trust the technology better**.",True
305,The product shall adhere to the corporate Architecture guidelines,,False,"As a user, I want to understand how my data will be collected, used, stored, and shared so that I can make informed decisions and feel confident in the system's integrity and ethical practices.",True
306,The product shall comply with corporate User Interface Guidelines,,False,"As a **user**, I want to **ensure my data is anonymized before it is stored** so that **my personal privacy is protected**.",True
307,The product shall comply with corporate color scheme,,False,"As a user, I want to be promptly notified if my personal data is being accessed by third parties so that I can ensure my privacy is protected.""",True
308,The appearance of the product shall appear professional,,False,"As a user, I want to ensure that my personal data collected by the application remains secure and is only used for the intended purposes so that my privacy is protected and my trust in the application is maintained.",True
309,The product shall be easy to use by Adjusters and Collision Estimators.  95% of Adjusters and Collision Estimators shall find the product easy to use.,,False,"As a user, I want to see how my data is being used so that I can understand and trust the processes behind the system's data handling.",True
310,The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,,False,"As a **user**, I want to **view and understand how my personal data is being used** so that **I can ensure my information is handled transparently and make informed decisions about its use**.",True
311,Users shall feel satisfied using the product.  85% of all users will be satisfied with the product.,,False,"As a user, I want to clearly understand how my data is being used so that I can make informed decisions about my privacy and participation.",True
312,The product shall be easy to learn by Adjusters and Collision Estimators.  The product shall be learned with two days onsite training,,False,"As a user, I want to view and understand how my data is being used by the AI so that I can trust the system and make informed decisions about my data privacy.",True
313,The user shall easily locate instructions while using the product.  User help can be found within 90% of the system.,,False,"As a user, I want my personal data to be encrypted and stored securely so that my privacy is protected and unauthorized access is prevented.",True
314,The search for the preferred repair facility shall take no longer than 8 seconds.  The preferred repair facility is returned within 8 seconds,,False,"As a <user>, I want to <control the visibility of my data> <so that> <my personal information remains private and only accessible to those I authorize>.",True
315,",'The recycled parts audit report shall be returned to the user within 10 seconds.  The audit report shall be returned within 10 seconds.",,False,"As a **user**, I want to **have my data protected and not shared with third parties without my explicit consent** so that **my personal information remains private and secure**.",True
316,The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.,,False,"As a** user, **I want to** understand the reasons behind any decisions made by the AI **so that** I can trust the system and make informed choices based on its recommendations.",True
317,The product shall adhere to the corporate online availability schedule.  The application is brought down only within 98% of the scheduled outages per the availability schedule.,,False,"As a **user**, I want to **understand how my data is being used by the AI system** so that **I can make informed decisions about my data and trust the system**.",True
318,The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.,,False,"As a **user**, I want to **ensure my data is encrypted** so that **my personal information remains confidential and secure from unauthorized access**.",True
319,The average number of recycled parts records per day shall be 50 000.,,False,"As a **user**, I want to **have my personal data encrypted and accessible only by authorized personnel** so that **my privacy is protected and my personal information remains secure**.",True
320,For estimators  the product shall be able to be operated in a repair facility during dirty and noisy conditions.,,False,"As a **user**, I want to **have my data anonymized** so that **my personal privacy is protected when my data is analyzed or shared with third parties**.",True
321,The maintenance of the product will fall within the established corporate maintenance windows.,,False,"As a user, I want the system to anonymize my data before it is processed so that my personal information is protected.""",True
322,Product installations and upgrades shall be handled by the middleware technology team within established launch time frames.,,False,"As a **user** I want to **ensure my personal data is encrypted** so that **my privacy is protected from unauthorized access.**""",True
323,Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.,,False,"As a **user**, I want to **have my personal data securely stored and anonymized** so that **my identity is protected and my privacy is maintained.**",True
324,Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.,,False,"As a user, I want to understand how my data is being used by the AI system so that I can be confident in the transparency and trustworthiness of the technology.",True
325,Only collision estimators shall search for recycled parts.  Users without the collision estimator role shall not have access to the search for recycled parts.,,False,"As a user, I want to receive easily understandable explanations for the AI system's decisions so that I can trust and comprehend how and why decisions are made.",True
326,Only valid data shall be entered into the system. No invalid data shall be entered into the system.,,False,"As a **recruiter**, I want to **use a hiring algorithm that evaluates candidates from diverse backgrounds fairly** so that **all candidates have an equal opportunity for employment and the hiring process is free from discrimination and bias.**",True
327,The product shall free of computer viruses.,,False,"As a user, I want to understand how my data is being used so that I can make informed decisions about my privacy and trust the system.",True
328,The product shall comply with the estimatics laws relating to recycled parts usage.,,False,"As a **user**, I want to **have my data anonymized when it is used for research purposes** so that **my personal privacy is protected**.",True
329,The product shall comply with insurance regulations regarding claims processing.,,False,"As a user, I want to understand how the system makes decisions so that I can trust and verify the system's processes for fairness and accuracy.",True
330,The user shall search for the preferred repair facility using vehicle  vehicle location  and radius in miles,,False,"As a responsible user, I want to ensure my personal data is protected in compliance with data protection regulations so that my privacy is respected and secured.",True
331,The vehicle data shall include vehicle year make and model,,False,"As a *user*, I want to *clearly understand how my data is being used and processed by the system* so that *I can make informed decisions about my privacy and data sharing*.",True
332,The vehicle location shall include street address city state and zipcode,,False,"As a **user**, I want to **have my data encrypted** so that **my personal information remains private and protected from unauthorized access**.",True
333,The search radius shall be between 1 and 30 miles,,False,"As a user, I want my personal data to be collected and used in compliance with data protection regulations so that my privacy is respected and protected.",True
334,The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.,,False,"As an **investor**, I want to **understand clearly the risks associated with each investment option** so that **I can make informed and confident decisions about where to allocate my funds**.",True
335,The preferred repair facility shall be returned to the user.,,False,"As a **user**, I want to **ensure my data is anonymized before being shared** so that **my personal information remains confidential and my privacy is protected**.",True
